PlotID,SubPlot,Species,Live/Dead,Height_class,Tally,Notes
WCF_7,A1,Pl,L,31-130,0,
WCF_7,A1,Pl,D,0-30,0,
WCF_7,A1,Pl,D,31-130,0,
WCF_7,A1,Sx,L,0-30,2,
WCF_7,A1,Sx,L,31-130,2,
WCF_7,A1,Sx,D,0-30,0,
WCF_7,A1,Sx,D,31-130,0,
WCF_7,A1,Bl,L,0-30,24,
WCF_7,A1,Bl,L,31-130,14,
WCF_7,A1,Bl,D,0-30,0,
WCF_7,A1,Bl,D,31-130,0,
WCF_7,A1,Lw,L,0-30,0,
WCF_7,A1,Lw,L,31-130,0,
WCF_7,A1,Lw,D,0-30,0,
WCF_7,A1,Lw,D,31-130,0,
WCF_7,A1,Hw,L,0-30,1,
WCF_7,A1,Hw,L,31-130,2,
WCF_7,A1,Hw,D,0-30,0,
WCF_7,A1,Hw,D,31-130,0,
WCF_7,A1,At,L,0-30,0,
WCF_7,A1,At,L,31-130,0,
WCF_7,A1,At,D,0-30,0,
WCF_7,A1,At,D,31-130,0,
WCF_7,A1,Ac,L,0-30,0,
WCF_7,A1,Ac,L,31-130,0,
WCF_7,A1,Ac,D,0-30,0,
WCF_7,A1,Ac,D,31-130,0,
WCF_7,C1,Pl,L,0-30,0,
WCF_7,C1,Pl,L,31-130,1,
WCF_7,C1,Pl,D,0-30,0,
WCF_7,C1,Pl,D,31-130,0,
WCF_7,C1,Sx,L,0-30,0,
WCF_7,C1,Sx,L,31-130,1,
WCF_7,C1,Sx,D,0-30,0,
WCF_7,C1,Sx,D,31-130,0,
WCF_7,C1,Bl,L,0-30,1,
WCF_7,C1,Bl,L,31-130,4,
WCF_7,C1,Bl,D,0-30,0,
WCF_7,C1,Bl,D,31-130,0,
WCF_7,C1,Lw,L,0-30,0,
WCF_7,C1,Lw,L,31-130,0,
WCF_7,C1,Lw,D,0-30,0,
WCF_7,C1,Lw,D,31-130,0,
WCF_7,C1,Hw,L,0-30,0,
WCF_7,C1,Hw,L,31-130,0,
WCF_7,C1,Hw,D,0-30,0,
WCF_7,C1,Hw,D,31-130,0,
WCF_7,C1,At,L,0-30,0,
WCF_7,C1,At,L,31-130,0,
WCF_7,C1,At,D,0-30,0,
WCF_7,C1,At,D,31-130,0,
WCF_7,C1,Ac,L,0-30,0,
WCF_7,C1,Ac,L,31-130,0,
WCF_7,C1,Ac,D,0-30,0,
WCF_7,C1,Ac,D,31-130,0,
WCF_7,C2,Pl,L,0-30,0,
WCF_7,C2,Pl,L,31-130,0,
WCF_7,C2,Pl,D,0-30,0,
WCF_7,C2,Pl,D,31-130,0,
WCF_7,C2,Sx,L,0-30,2,
WCF_7,C2,Sx,L,31-130,6,
WCF_7,C2,Sx,D,0-30,0,
WCF_7,C2,Sx,D,31-130,0,
WCF_7,C2,Bl,L,0-30,14,
WCF_7,C2,Bl,L,31-130,12,
WCF_7,C2,Bl,D,0-30,0,
WCF_7,C2,Bl,D,31-130,0,
WCF_7,C2,Lw,L,0-30,0,
WCF_7,C2,Lw,L,31-130,0,
WCF_7,C2,Lw,D,0-30,0,
WCF_7,C2,Lw,D,31-130,0,
WCF_7,C2,Hw,L,0-30,0,
WCF_7,C2,Hw,L,31-130,0,
WCF_7,C2,Hw,D,0-30,0,
WCF_7,C2,Hw,D,31-130,0,
WCF_7,C2,At,L,0-30,0,
WCF_7,C2,At,L,31-130,0,
WCF_7,C2,At,D,0-30,0,
WCF_7,C2,At,D,31-130,0,
WCF_7,C2,Ac,L,0-30,0,
WCF_7,C2,Ac,L,31-130,0,
WCF_7,C2,Ac,D,0-30,0,
WCF_7,C2,Ac,D,31-130,0,
WCF_7,C3,Pl,L,0-30,8,
WCF_7,C3,Pl,L,31-130,4,
WCF_7,C3,Pl,D,0-30,0,
WCF_7,C3,Pl,D,31-130,0,
WCF_7,C3,Sx,L,0-30,3,
WCF_7,C3,Sx,L,31-130,6,
WCF_7,C3,Sx,D,0-30,0,
WCF_7,C3,Sx,D,31-130,0,
WCF_7,C3,Bl,L,0-30,29,
WCF_7,C3,Bl,L,31-130,24,
WCF_7,C3,Bl,D,0-30,0,
WCF_7,C3,Bl,D,31-130,0,
WCF_7,C3,Lw,L,0-30,0,
WCF_7,C3,Lw,L,31-130,0,
WCF_7,C3,Lw,D,0-30,0,
WCF_7,C3,Lw,D,31-130,0,
WCF_7,C3,Hw,L,0-30,0,
WCF_7,C3,Hw,L,31-130,1,
WCF_7,C3,Hw,D,0-30,0,
WCF_7,C3,Hw,D,31-130,0,
WCF_7,C3,At,L,0-30,0,
WCF_7,C3,At,L,31-130,0,
WCF_7,C3,At,D,0-30,0,
WCF_7,C3,At,D,31-130,0,
WCF_7,C3,Ac,L,0-30,0,
WCF_7,C3,Ac,L,31-130,0,
WCF_7,C3,Ac,D,0-30,0,
WCF_7,C3,Ac,D,31-130,0,
WCF_7,C4,Pl,L,0-30,7,
WCF_7,C4,Pl,L,31-130,10,
WCF_7,C4,Pl,D,0-30,0,
WCF_7,C4,Pl,D,31-130,0,
WCF_7,C4,Sx,L,0-30,4,
WCF_7,C4,Sx,L,31-130,4,
WCF_7,C4,Sx,D,0-30,0,
WCF_7,C4,Sx,D,31-130,0,
WCF_7,C4,Bl,L,0-30,44,
WCF_7,C4,Bl,L,31-130,14,
WCF_7,C4,Bl,D,0-30,0,
WCF_7,C4,Bl,D,31-130,0,
WCF_7,C4,Lw,L,0-30,0,
WCF_7,C4,Lw,L,31-130,0,
WCF_7,C4,Lw,D,0-30,0,
WCF_7,C4,Lw,D,31-130,0,
WCF_7,C4,Hw,L,0-30,0,
WCF_7,C4,Hw,L,31-130,0,
WCF_7,C4,Hw,D,0-30,0,
WCF_7,C4,Hw,D,31-130,0,
WCF_7,C4,At,L,0-30,0,
WCF_7,C4,At,L,31-130,0,
WCF_7,C4,At,D,0-30,0,
WCF_7,C4,At,D,31-130,0,
WCF_7,C4,Ac,L,0-30,0,
WCF_7,C4,Ac,L,31-130,0,
WCF_7,C4,Ac,D,0-30,0,
WCF_7,C4,Ac,D,31-130,0,
WCF_8,A1,Pl,L,0-30,1,
WCF_8,A1,Pl,L,31-130,0,
WCF_8,A1,Pl,D,0-30,0,
WCF_8,A1,Pl,D,31-130,0,
WCF_8,A1,Sx,L,0-30,0,
WCF_8,A1,Sx,L,31-130,0,
WCF_8,A1,Sx,D,0-30,0,
WCF_8,A1,Sx,D,31-130,0,
WCF_8,A1,Bl,L,0-30,4,
WCF_8,A1,Bl,L,31-130,4,
WCF_8,A1,Bl,D,0-30,0,
WCF_8,A1,Bl,D,31-130,0,
WCF_8,A1,Lw,L,0-30,0,
WCF_8,A1,Lw,L,31-130,0,
WCF_8,A1,Lw,D,0-30,0,
WCF_8,A1,Lw,D,31-130,0,
WCF_8,A1,Hw,L,0-30,0,
WCF_8,A1,Hw,L,31-130,0,
WCF_8,A1,Hw,D,0-30,0,
WCF_8,A1,Hw,D,31-130,0,
WCF_8,A1,At,L,0-30,0,
WCF_8,A1,At,L,31-130,0,
WCF_8,A1,At,D,0-30,0,
WCF_8,A1,At,D,31-130,0,
WCF_8,A1,Ac,L,0-30,1,
WCF_8,A1,Ac,L,31-130,0,
WCF_8,A1,Ac,D,0-30,0,
WCF_8,A1,Ac,D,31-130,0,
WCF_8,C1,Pl,L,0-30,2,
WCF_8,C1,Pl,L,31-130,1,
WCF_8,C1,Pl,D,0-30,0,
WCF_8,C1,Pl,D,31-130,0,
WCF_8,C1,Sx,L,0-30,2,
WCF_8,C1,Sx,L,31-130,5,
WCF_8,C1,Sx,D,0-30,0,
WCF_8,C1,Sx,D,31-130,0,
WCF_8,C1,Bl,L,0-30,0,
WCF_8,C1,Bl,L,31-130,2,
WCF_8,C1,Bl,D,0-30,0,
WCF_8,C1,Bl,D,31-130,0,
WCF_8,C1,Lw,L,0-30,0,
WCF_8,C1,Lw,L,31-130,0,
WCF_8,C1,Lw,D,0-30,0,
WCF_8,C1,Lw,D,31-130,0,
WCF_8,C1,Hw,L,0-30,0,
WCF_8,C1,Hw,L,31-130,0,
WCF_8,C1,Hw,D,0-30,0,
WCF_8,C1,Hw,D,31-130,0,
WCF_8,C1,At,L,0-30,0,
WCF_8,C1,At,L,31-130,0,
WCF_8,C1,At,D,0-30,0,
WCF_8,C1,At,D,31-130,0,
WCF_8,C1,Ac,L,0-30,3,
WCF_8,C1,Ac,L,31-130,2,
WCF_8,C1,Ac,D,0-30,0,
WCF_8,C1,Ac,D,31-130,0,
WCF_8,C2,Pl,L,0-30,2,
WCF_8,C2,Pl,L,31-130,2,
WCF_8,C2,Pl,D,0-30,0,
WCF_8,C2,Pl,D,31-130,0,
WCF_8,C2,Sx,L,0-30,1,
WCF_8,C2,Sx,L,31-130,6,
WCF_8,C2,Sx,D,0-30,0,
WCF_8,C2,Sx,D,31-130,0,
WCF_8,C2,Bl,L,0-30,2,
WCF_8,C2,Bl,L,31-130,0,
WCF_8,C2,Bl,D,0-30,0,
WCF_8,C2,Bl,D,31-130,0,
WCF_8,C2,Lw,L,0-30,0,
WCF_8,C2,Lw,L,31-130,0,
WCF_8,C2,Lw,D,0-30,0,
WCF_8,C2,Lw,D,31-130,0,
WCF_8,C2,Hw,L,0-30,0,
WCF_8,C2,Hw,L,31-130,0,
WCF_8,C2,Hw,D,0-30,0,
WCF_8,C2,Hw,D,31-130,0,
WCF_8,C2,At,L,0-30,0,
WCF_8,C2,At,L,31-130,0,
WCF_8,C2,At,D,0-30,0,
WCF_8,C2,At,D,31-130,0,
WCF_8,C2,Ac,L,0-30,0,
WCF_8,C2,Ac,L,31-130,0,
WCF_8,C2,Ac,D,0-30,0,
WCF_8,C2,Ac,D,31-130,0,
WCF_8,C3,Pl,L,0-30,1,
WCF_8,C3,Pl,L,31-130,0,
WCF_8,C3,Pl,D,0-30,0,
WCF_8,C3,Pl,D,31-130,0,
WCF_8,C3,Sx,L,0-30,1,
WCF_8,C3,Sx,L,31-130,4,
WCF_8,C3,Sx,D,0-30,0,
WCF_8,C3,Sx,D,31-130,0,
WCF_8,C3,Bl,L,0-30,4,
WCF_8,C3,Bl,L,31-130,2,
WCF_8,C3,Bl,D,0-30,0,
WCF_8,C3,Bl,D,31-130,0,
WCF_8,C3,Lw,L,0-30,0,
WCF_8,C3,Lw,L,31-130,0,
WCF_8,C3,Lw,D,0-30,0,
WCF_8,C3,Lw,D,31-130,0,
WCF_8,C3,Hw,L,0-30,0,
WCF_8,C3,Hw,L,31-130,0,
WCF_8,C3,Hw,D,0-30,0,
WCF_8,C3,Hw,D,31-130,0,
WCF_8,C3,At,L,0-30,0,
WCF_8,C3,At,L,31-130,0,
WCF_8,C3,At,D,0-30,0,
WCF_8,C3,At,D,31-130,0,
WCF_8,C3,Ac,L,0-30,0,
WCF_8,C3,Ac,L,31-130,0,
WCF_8,C3,Ac,D,0-30,0,
WCF_8,C3,Ac,D,31-130,0,
WCF_8,C4,Pl,L,0-30,3,
WCF_8,C4,Pl,L,31-130,4,
WCF_8,C4,Pl,D,0-30,0,
WCF_8,C4,Pl,D,31-130,0,
WCF_8,C4,Sx,L,0-30,4,
WCF_8,C4,Sx,L,31-130,1,
WCF_8,C4,Sx,D,0-30,0,
WCF_8,C4,Sx,D,31-130,0,
WCF_8,C4,Bl,L,0-30,16,
WCF_8,C4,Bl,L,31-130,2,
WCF_8,C4,Bl,D,0-30,0,
WCF_8,C4,Bl,D,31-130,0,
WCF_8,C4,Lw,L,0-30,0,
WCF_8,C4,Lw,L,31-130,0,
WCF_8,C4,Lw,D,0-30,0,
WCF_8,C4,Lw,D,31-130,0,
WCF_8,C4,Hw,L,0-30,9,
WCF_8,C4,Hw,L,31-130,1,
WCF_8,C4,Hw,D,0-30,0,
WCF_8,C4,Hw,D,31-130,0,
WCF_8,C4,At,L,0-30,0,
WCF_8,C4,At,L,31-130,0,
WCF_8,C4,At,D,0-30,0,
WCF_8,C4,At,D,31-130,0,
WCF_8,C4,Ac,L,0-30,0,
WCF_8,C4,Ac,L,31-130,0,
WCF_8,C4,Ac,D,0-30,0,
WCF_8,C4,Ac,D,31-130,0,
WCF_9,A1,Pl,L,0-30,3,
WCF_9,A1,Pl,L,31-130,2,
WCF_9,A1,Pl,D,0-30,0,
WCF_9,A1,Pl,D,31-130,0,
WCF_9,A1,Sx,L,0-30,1,
WCF_9,A1,Sx,L,31-130,7,
WCF_9,A1,Sx,D,0-30,0,
WCF_9,A1,Sx,D,31-130,0,
WCF_9,A1,Bl,L,0-30,0,
WCF_9,A1,Bl,L,31-130,0,
WCF_9,A1,Bl,D,0-30,0,
WCF_9,A1,Bl,D,31-130,0,
WCF_9,A1,Lw,L,0-30,0,
WCF_9,A1,Lw,L,31-130,0,
WCF_9,A1,Lw,D,0-30,0,
WCF_9,A1,Lw,D,31-130,0,
WCF_9,A1,Hw,L,0-30,0,
WCF_9,A1,Hw,L,31-130,0,
WCF_9,A1,Hw,D,0-30,0,
WCF_9,A1,Hw,D,31-130,0,
WCF_9,A1,At,L,0-30,0,
WCF_9,A1,At,L,31-130,0,
WCF_9,A1,At,D,0-30,0,
WCF_9,A1,At,D,31-130,0,
WCF_9,A1,Ac,L,0-30,0,
WCF_9,A1,Ac,L,31-130,7,
WCF_9,A1,Ac,D,0-30,0,
WCF_9,A1,Ac,D,31-130,0,
WCF_9,C1,Pl,L,0-30,1,
WCF_9,C1,Pl,L,31-130,6,
WCF_9,C1,Pl,D,0-30,0,
WCF_9,C1,Pl,D,31-130,0,
WCF_9,C1,Sx,L,0-30,0,
WCF_9,C1,Sx,L,31-130,1,
WCF_9,C1,Sx,D,0-30,0,
WCF_9,C1,Sx,D,31-130,0,
WCF_9,C1,Bl,L,0-30,0,
WCF_9,C1,Bl,L,31-130,0,
WCF_9,C1,Bl,D,0-30,0,
WCF_9,C1,Bl,D,31-130,0,
WCF_9,C1,Lw,L,0-30,0,
WCF_9,C1,Lw,L,31-130,0,
WCF_9,C1,Lw,D,0-30,0,
WCF_9,C1,Lw,D,31-130,0,
WCF_9,C1,Hw,L,0-30,0,
WCF_9,C1,Hw,L,31-130,0,
WCF_9,C1,Hw,D,0-30,0,
WCF_9,C1,Hw,D,31-130,0,
WCF_9,C1,At,L,0-30,0,
WCF_9,C1,At,L,31-130,0,
WCF_9,C1,At,D,0-30,0,
WCF_9,C1,At,D,31-130,0,
WCF_9,C1,Ac,L,0-30,0,
WCF_9,C1,Ac,L,31-130,2,
WCF_9,C1,Ac,D,0-30,0,
WCF_9,C1,Ac,D,31-130,0,
WCF_9,C2,Pl,L,0-30,1,
WCF_9,C2,Pl,L,31-130,2,
WCF_9,C2,Pl,D,0-30,0,
WCF_9,C2,Pl,D,31-130,0,
WCF_9,C2,Sx,L,0-30,2,
WCF_9,C2,Sx,L,31-130,3,
WCF_9,C2,Sx,D,0-30,0,
WCF_9,C2,Sx,D,31-130,0,
WCF_9,C2,Bl,L,0-30,0,
WCF_9,C2,Bl,L,31-130,0,
WCF_9,C2,Bl,D,0-30,0,
WCF_9,C2,Bl,D,31-130,0,
WCF_9,C2,Lw,L,0-30,0,
WCF_9,C2,Lw,L,31-130,0,
WCF_9,C2,Lw,D,0-30,0,
WCF_9,C2,Lw,D,31-130,0,
WCF_9,C2,Hw,L,0-30,0,
WCF_9,C2,Hw,L,31-130,0,
WCF_9,C2,Hw,D,0-30,0,
WCF_9,C2,Hw,D,31-130,0,
WCF_9,C2,At,L,0-30,0,
WCF_9,C2,At,L,31-130,0,
WCF_9,C2,At,D,0-30,0,
WCF_9,C2,At,D,31-130,0,
WCF_9,C2,Ac,L,0-30,0,
WCF_9,C2,Ac,L,31-130,0,
WCF_9,C2,Ac,D,0-30,0,
WCF_9,C2,Ac,D,31-130,0,
WCF_9,C3,Pl,L,0-30,3,moved to 44m
WCF_9,C3,Pl,L,31-130,27,moved to 44m
WCF_9,C3,Pl,D,0-30,0,moved to 44m
WCF_9,C3,Pl,D,31-130,0,moved to 44m
WCF_9,C3,Sx,L,0-30,2,moved to 44m
WCF_9,C3,Sx,L,31-130,4,moved to 44m
WCF_9,C3,Sx,D,0-30,0,moved to 44m
WCF_9,C3,Sx,D,31-130,0,moved to 44m
WCF_9,C3,Bl,L,0-30,2,moved to 44m
WCF_9,C3,Bl,L,31-130,0,moved to 44m
WCF_9,C3,Bl,D,0-30,0,moved to 44m
WCF_9,C3,Bl,D,31-130,0,moved to 44m
WCF_9,C3,Lw,L,0-30,0,moved to 44m
WCF_9,C3,Lw,L,31-130,0,moved to 44m
WCF_9,C3,Lw,D,0-30,0,moved to 44m
WCF_9,C3,Lw,D,31-130,0,moved to 44m
WCF_9,C3,Hw,L,0-30,0,moved to 44m
WCF_9,C3,Hw,L,31-130,0,moved to 44m
WCF_9,C3,Hw,D,0-30,0,moved to 44m
WCF_9,C3,Hw,D,31-130,0,moved to 44m
WCF_9,C3,At,L,0-30,0,moved to 44m
WCF_9,C3,At,L,31-130,5,moved to 44m
WCF_9,C3,At,D,0-30,0,moved to 44m
WCF_9,C3,At,D,31-130,0,moved to 44m
WCF_9,C3,Ac,L,0-30,0,moved to 44m
WCF_9,C3,Ac,L,31-130,1,moved to 44m
WCF_9,C3,Ac,D,0-30,0,moved to 44m
WCF_9,C3,Ac,D,31-130,0,moved to 44m
WCF_9,C4,Pl,L,0-30,2,
WCF_9,C4,Pl,L,31-130,24,
WCF_9,C4,Pl,D,0-30,0,
WCF_9,C4,Pl,D,31-130,1,
WCF_9,C4,Sx,L,0-30,0,
WCF_9,C4,Sx,L,31-130,1,
WCF_9,C4,Sx,D,0-30,0,
WCF_9,C4,Sx,D,31-130,0,
WCF_9,C4,Bl,L,0-30,0,
WCF_9,C4,Bl,L,31-130,0,
WCF_9,C4,Bl,D,0-30,0,
WCF_9,C4,Bl,D,31-130,0,
WCF_9,C4,Lw,L,0-30,0,
WCF_9,C4,Lw,L,31-130,0,
WCF_9,C4,Lw,D,0-30,0,
WCF_9,C4,Lw,D,31-130,0,
WCF_9,C4,Hw,L,0-30,0,
WCF_9,C4,Hw,L,31-130,0,
WCF_9,C4,Hw,D,0-30,0,
WCF_9,C4,Hw,D,31-130,0,
WCF_9,C4,At,L,0-30,0,
WCF_9,C4,At,L,31-130,0,
WCF_9,C4,At,D,0-30,0,
WCF_9,C4,At,D,31-130,0,
WCF_9,C4,Ac,L,0-30,0,
WCF_9,C4,Ac,L,31-130,2,
WCF_9,C4,Ac,D,0-30,0,
WCF_9,C4,Ac,D,31-130,0,
